product_id,category_id,manufacturer_id,code,name,pack_weight_g,description,price,added_at,updated_at
127,1,30,SKU-100126,Напій газований класичний,2000,Торгівля направо плід редактор мотоцикл місце поїзд синок навряд.,$148.93,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
128,11,7,SKU-100127,Піца заморожена економ,300,Дошлий трясти відповісти банда холодно пристойний команда.,$72.68,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
129,6,34,SKU-100128,Булочка натуральний,500,Незручно академік приятель зловити природний бетонний нога нервово виражений заклад.,$124.86,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
130,3,2,SKU-100129,Молоко,500,Дальній насолода кора збудження отже несподіваний загроза залучати чітко конструкція банда низький міф.,$202.62,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
131,22,,SKU-100130,Пиво безалкогольне темне 0.0,500,Будівництво виднітися монета подвірʼя виникнення плід нині від'їзд художній польовий о шкіра червонй керівник тьмяний.,$126.91,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
132,2,8,SKU-100131,Кава мелена міцний,200,Космос шкіра витягувати каюта дальній прелесть небезпека вітрина взагалі тютюн.,$186.95,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
133,7,,SKU-100132,Макарони економ,900,Адже ланцюжок палиця нині зелений пісня груди висловлюватися господь трубка.,$209.65,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
134,3,23,SKU-100133,Кефір,500,Функція рот болісно покидати мотоцикл плід полюбити керівник бочок а команда білизна танцювати увійти реклама польовий.,$239.51,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
135,20,38,SKU-100134,Фольга,50,Потягнутися житель низький ефект інший товар розвернутися колишній.,$234.38,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
136,7,,SKU-100135,Гречка економ,1000,Розводити рота чоловічок супроводжуватися можливо знищення діловий купа-невеличка падаль.,$106.35,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
137,1,35,SKU-100136,Вода мінеральна зі смаком,2000,Інструкція редактор хід нога важливий неправда пристрасть господиня пристойний метал актриса покинути ніж.,$99.06,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
138,20,38,SKU-100137,Губка економ,250,Інший висловлюватися єврейський домогтися п'ятеро сумнівний забирати приятель зловити покинути безглуздий важкий.,$120.66,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
139,18,2,SKU-100138,Паперові рушники,1200,Гараж знищення діставати сміття вираз безпорадний поставити доба спосіб важливий занадто інший зрідка заробити спорт.,$197.01,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
140,7,1,SKU-100139,Макарони,2000,Приятель низький князь мати природа пісня єврейський кишеня багаття ковзати сумний демократія коваль дрібниця слати.,$188.46,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
141,16,17,SKU-100140,Пральний порошок,450,Зрозумілий хід армійський чотири шкарпетка простір щось натиснути здалеку хлопець виникнення набір синок відзначити.,$76.13,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
142,8,20,SKU-100141,Сіль кухонна,500,Означати прохід полюбити точно адже кора забирати.,$113.13,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
143,22,,SKU-100142,Пиво безалкогольне темне 0.0,330,Друкувати знаходити дальній залучати редактор епоха нога приходити адвокат нестерпний.,$242.66,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
144,18,4,SKU-100143,Паперові рушники,900,Ягода хотіти ґазда несподівано загроза п'ятеро дальній міркування закласти роса закласти виконувати космос танцювати навіщо уточнити.,$59.81,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
145,23,25,SKU-100144,Парацетамол,100,Салон образа витримати єврейський діловий набір коваль новий голубчик безглуздий подвірʼя.,$119.44,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
146,2,1,SKU-100145,Чай зелений класичний,250,Диявол незвичний незвичайний поява метелик виконувати різноманітний палата тута вивести мимо.,$209.72,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
147,11,24,SKU-100146,Морозиво,900,Задерти ніч метелик встати райком незвичний новий обуритися хата холодно коробка склянка провал.,$136.97,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
148,20,38,SKU-100147,Контейнер економ,50,Близько художній мить заспівати плід купа-невеличка командування.,$14.52,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
149,17,39,SKU-100148,Дезодорант ароматизований,100,Уникати бригада плавно ковзати мʼята в'язниця фахівець виблискувати полюбити.,$158.41,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
